Group,Realm,Date,Success,Year,Month
MSW BE,Machines Realm II - MSW & FH,02-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,07-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,08-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,10-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,10-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,15-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,22-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,29-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,29-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,06-06-2024,Success,2024,6
MSW BE,Machines Realm II - MSW & FH,06-06-2024,Success,2024,6
MSW BE,Machines Realm II - MSW & FH,10-06-2024,Success,2024,6
MSW BE,Machines Realm II - MSW & FH,11-06-2024,Success,2024,6
MSW BE,Machines Realm II - MSW & FH,19-06-2024,Success,2024,6
MSW BE,Machines Realm II - MSW & FH,21-06-2024,Success,2024,6
MSW BE,Machines Realm II - MSW & FH,08-07-2024,Success,2024,7
MSW BE,Machines Realm II - MSW & FH,09-07-2024,Success,2024,7
MSW BE,Machines Realm II - MSW & FH,08-08-2024,Success,2024,8
MSW BE,Machines Realm II - MSW & FH,05-09-2024,Success,2024,9
MSW BE,Machines Realm II - MSW & FH,30-09-2024,Success,2024,9
MSW BE,Machines Realm II - MSW & FH,22-10-2024,Success,2024,10
MSW BE,Machines Realm II - MSW & FH,05-11-2024,Success,2024,11
MSW BE,Machines Realm II - MSW & FH,12-11-2024,Success,2024,11
MSW BE,Machines Realm II - MSW & FH,13-11-2024,Success,2024,11
MSW BE,Machines Realm II - MSW & FH,21-11-2024,Success,2024,11
MSW BE,Machines Realm II - MSW & FH,11-12-2024,Success,2024,12
MSW BE,Machines Realm II - MSW & FH,17-12-2024,Success,2024,12
MSW BE,Machines Realm II - MSW & FH,15-01-2025,Success,2025,1
MSW BE,Machines Realm II - MSW & FH,27-01-2025,Success,2025,1
MSW BE,Machines Realm II - MSW & FH,20-02-2025,Success,2025,2
MSW BE,Machines Realm II - MSW & FH,25-02-2025,Success,2025,2
MSW BE,Machines Realm II - MSW & FH,05-03-2025,Success,2025,3
MSW BE,Machines Realm II - MSW & FH,11-03-2025,Success,2025,3
MSW BE,Machines Realm II - MSW & FH,19-03-2025,Success,2025,3
MSW BE,Machines Realm II - MSW & FH,24-03-2025,Success,2025,3
MSW BE,Machines Realm II - MSW & FH,23-04-2025,Success,2025,4
MSW BE,Machines Realm II - MSW & FH,05-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,12-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,22-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,28-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,28-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,28-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,03-06-2025,Success,2025,6
MSW BE,Machines Realm II - MSW & FH,12-06-2025,Success,2025,6
MSW BE,Machines Realm II - MSW & FH,01-07-2025,Success,2025,7
MSW BE,Machines Realm II - MSW & FH,03-07-2025,Success,2025,7
MSW BE,Machines Realm II - MSW & FH,14-07-2025,Success,2025,7
MSW BE,Machines Realm II - MSW & FH,17-07-2025,Success,2025,7
MSW BE,Machines Realm II - MSW & FH,21-07-2025,Success,2025,7
MSW BE,Machines Realm II - MSW & FH,06-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,13-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,19-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,20-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,27-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,27-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,01-09-2025,Success,2025,9
MSW BE,Machines Realm II - MSW & FH,11-09-2025,Success,2025,9
MSW BE,Machines Realm II - MSW & FH,19-09-2025,Success,2025,9
MSW BE,Machines Realm II - MSW & FH,22-09-2025,Success,2025,9
MSW BE,Machines Realm II - MSW & FH,01-10-2025,Success,2025,10
MSW BE,Machines Realm II - MSW & FH,13-11-2025,Success,2025,11
MSW BE,Machines Realm II - MSW & FH,21-11-2025,Success,2025,11
MSW BE,Machines Realm II - MSW & FH,24-11-2025,Success,2025,11
MSW BE,Machines Realm II - MSW & FH,24-11-2025,Success,2025,11
MSW BE,Machines Realm II - MSW & FH,26-11-2025,Success,2025,11
MSW BE,Machines Realm II - MSW & FH,27-11-2025,Success,2025,11
MSW BE,Machines Realm II - MSW & FH,10-12-2025,Success,2025,12
MSW BE,Machines Realm II - MSW & FH,12-12-2025,Success,2025,12
MSW BE,Machines Realm II - MSW & FH,15-12-2025,Success,2025,12
MSW BE,Machines Realm II - MSW & FH,08-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,12-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,13-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,15-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,21-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,21-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,28-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,29-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,02-02-2026,Success,2026,2
MSW BE,Machines Realm II - MSW & FH,12-02-2026,Success,2026,2
MSW BE,Machines Realm II - MSW & FH,17-02-2026,Success,2026,2
MSW BE,Machines Realm II - MSW & FH,24-02-2026,Success,2026,2
MSW BE,Machines Realm II - MSW & FH,27-02-2026,Success,2026,2
MSW BE,Machines Realm II - MSW & FH,04-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,04-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,09-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,10-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,10-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,13-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,18-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,25-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,26-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,30-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,31-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,10-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,14-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,15-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,17-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,20-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,21-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,23-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,23-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,29-04-2026,Success,2026,4
MSW BE,Machines Realm II - MSW & FH,15-05-2026,Success,2026,5
MSW BE,Machines Realm II - MSW & FH,20-05-2026,Success,2026,5
MSW BE,Machines Realm II - MSW & FH,29-05-2026,Success,2026,5
MSW BE,Machines Realm II - MSW & FH,01-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,02-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,05-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,17-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,18-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,30-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,02-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,02-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,08-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,09-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,14-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,16-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,20-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,24-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,24-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,28-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,29-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,29-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,31-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,03-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,04-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,13-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,14-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,21-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,21-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,28-08-2026,Success,2026,8
Digital-Operations,Core,02-01-2024,Success,2024,1
Digital-Operations,Core,10-01-2024,Success,2024,1
Digital-Operations,Core,30-01-2024,Success,2024,1
Digital-Operations,Core,07-02-2024,Success,2024,2
Digital-Operations,Core,13-02-2024,Success,2024,2
Digital-Operations,Core,16-02-2024,Success,2024,2
Digital-Operations,Core,19-02-2024,Success,2024,2
Digital-Operations,Core,04-03-2024,Success,2024,3
Digital-Operations,Core,11-03-2024,Success,2024,3
Digital-Operations,Core,08-04-2024,Success,2024,4
Digital-Operations,Core,05-06-2024,Success,2024,6
Digital-Operations,Core,10-06-2024,Success,2024,6
Digital-Operations,Core,14-06-2024,Success,2024,6
Digital-Operations,Core,14-06-2024,Success,2024,6
Digital-Operations,Core,21-06-2024,Success,2024,6
Digital-Operations,Core,09-07-2024,Success,2024,7
Digital-Operations,Core,23-07-2024,Success,2024,7
Digital-Operations,Core,07-08-2024,Success,2024,8
Digital-Operations,Core,07-08-2024,Success,2024,8
Digital-Operations,Core,14-08-2024,Success,2024,8
Digital-Operations,Core,02-10-2024,Success,2024,10
Digital-Operations,Core,11-10-2024,Success,2024,10
Digital-Operations,Core,24-10-2024,Success,2024,10
Digital-Operations,Core,05-11-2024,Success,2024,11
Digital-Operations,Core,08-11-2024,Success,2024,11
Digital-Operations,Core,08-11-2024,Success,2024,11
Digital-Operations,Core,08-11-2024,Success,2024,11
Digital-Operations,Core,08-11-2024,Success,2024,11
Digital-Operations,Core,25-11-2024,Success,2024,11
Digital-Operations,Core,25-11-2024,Success,2024,11
Digital-Operations,Core,12-12-2024,Success,2024,12
Digital-Operations,Core,16-12-2024,Success,2024,12
Digital-Operations,Core,19-12-2024,Success,2024,12
Digital-Operations,Core,23-12-2024,Success,2024,12
Digital-Operations,Core,23-12-2024,Success,2024,12
Digital-Operations,Core,30-12-2024,Success,2024,12
Digital-Operations,Core,03-01-2025,Success,2025,1
Digital-Operations,Core,20-01-2025,Success,2025,1
Digital-Operations,Core,12-02-2025,Success,2025,2
Digital-Operations,Core,14-02-2025,Success,2025,2
Digital-Operations,Core,19-02-2025,Success,2025,2
Digital-Operations,Core,19-02-2025,Success,2025,2
Digital-Operations,Core,05-03-2025,Success,2025,3
Digital-Operations,Core,19-03-2025,Success,2025,3
Digital-Operations,Core,28-03-2025,Success,2025,3
Digital-Operations,Core,12-05-2025,Success,2025,5
Digital-Operations,Core,13-05-2025,Success,2025,5
Digital-Operations,Core,19-05-2025,Success,2025,5
Digital-Operations,Core,02-06-2025,Success,2025,6
Digital-Operations,Core,01-08-2025,Success,2025,8
Digital-Operations,Core,20-08-2025,Success,2025,8
Digital-Operations,Core,25-08-2025,Success,2025,8
Digital-Operations,Core,04-09-2025,Success,2025,9
Digital-Operations,Core,21-10-2025,Success,2025,10
Digital-Operations,Core,17-12-2025,Success,2025,12
Digital-Operations,Core,20-01-2026,Success,2026,1
Digital-Operations,Core,23-01-2026,Success,2026,1
Digital-Operations,Core,23-01-2026,Success,2026,1
Digital-Operations,Core,27-01-2026,Success,2026,1
Digital-Operations,Core,30-01-2026,Success,2026,1
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,11-02-2026,Success,2026,2
Digital-Operations,Core,19-02-2026,Success,2026,2
Digital-Operations,Core,26-02-2026,Success,2026,2
Digital-Operations,Core,23-04-2026,Success,2026,4
Digital-Operations,Core,20-05-2026,Success,2026,5
Digital-Operations,Core,20-05-2026,Success,2026,5
Digital-Operations,Core,21-05-2026,Success,2026,5
Digital-Operations,Core,26-05-2026,Success,2026,5
Digital-Operations,Core,27-05-2026,Success,2026,5
Digital-Operations,Core,27-05-2026,Success,2026,5
Digital-Operations,Core,28-05-2026,Success,2026,5
Digital-Operations,Core,01-06-2026,Success,2026,6
Digital-Operations,Core,17-06-2026,Success,2026,6
Digital-Operations,Core,18-06-2026,Success,2026,6
Digital-Operations,Core,19-06-2026,Success,2026,6
Digital-Operations,Core,19-06-2026,Success,2026,6
Digital-Operations,Core,19-06-2026,Success,2026,6
Digital-Operations,Core,22-06-2026,Success,2026,6
Digital-Operations,Core,22-06-2026,Success,2026,6
Digital-Operations,Core,29-06-2026,Success,2026,6
Digital-Operations,Core,23-07-2026,Success,2026,7
Digital-Operations,Core,27-07-2026,Success,2026,7
Digital-Operations,Core,27-07-2026,Success,2026,7
Digital-Operations,Core,04-08-2026,Success,2026,8
Digital-Operations,Core,05-08-2026,Success,2026,8
Unassigned,Unassigned,24-04-2024,Success,2024,4
Unassigned,Unassigned,03-05-2024,Success,2024,5
Unassigned,Unassigned,03-05-2024,Success,2024,5
Unassigned,Unassigned,25-01-2024,Success,2024,1
Unassigned,Unassigned,08-05-2024,Success,2024,5
Unassigned,Unassigned,22-05-2024,Success,2024,5
Unassigned,Unassigned,29-05-2024,Success,2024,5
Unassigned,Unassigned,03-06-2024,Success,2024,6
Unassigned,Unassigned,10-06-2024,Success,2024,6
Unassigned,Unassigned,18-07-2024,Success,2024,7
Unassigned,Unassigned,19-07-2024,Success,2024,7
Unassigned,Unassigned,09-09-2024,Success,2024,9
Unassigned,Unassigned,23-09-2024,Success,2024,9
Unassigned,Unassigned,08-10-2024,Success,2024,10
Unassigned,Unassigned,20-05-2025,Success,2025,5
Unassigned,Unassigned,20-05-2025,Success,2025,5
Unassigned,Unassigned,12-06-2025,Success,2025,6
Unassigned,Unassigned,19-08-2025,Success,2025,8
Unassigned,Unassigned,22-09-2025,Success,2025,9
Unassigned,Unassigned,20-11-2025,Success,2025,11
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,25-02-2026,Success,2026,2
Unassigned,Unassigned,26-02-2026,Success,2026,2
Unassigned,Unassigned,02-03-2026,Success,2026,3
Unassigned,Unassigned,03-03-2026,Success,2026,3
Unassigned,Unassigned,03-03-2026,Success,2026,3
Unassigned,Unassigned,06-03-2026,Success,2026,3
Unassigned,Unassigned,14-04-2026,Success,2026,4
Unassigned,Unassigned,16-04-2026,Success,2026,4
Unassigned,Unassigned,28-04-2026,Success,2026,4
Unassigned,Unassigned,29-04-2026,Success,2026,4
Unassigned,Unassigned,29-04-2026,Success,2026,4
Unassigned,Unassigned,04-05-2026,Success,2026,5
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,05-06-2026,Success,2026,6
Unassigned,Unassigned,09-06-2026,Success,2026,6
Unassigned,Unassigned,09-06-2026,Success,2026,6
Unassigned,Unassigned,12-06-2026,Success,2026,6
Unassigned,Unassigned,12-06-2026,Success,2026,6
Unassigned,Unassigned,12-06-2026,Success,2026,6
Unassigned,Unassigned,16-06-2026,Success,2026,6
Unassigned,Unassigned,19-06-2026,Success,2026,6
Unassigned,Unassigned,19-06-2026,Success,2026,6
Unassigned,Unassigned,23-06-2026,Success,2026,6
Unassigned,Unassigned,25-06-2026,Success,2026,6
Unassigned,Unassigned,26-06-2026,Success,2026,6
Unassigned,Unassigned,03-07-2026,Success,2026,7
Unassigned,Unassigned,10-07-2026,Success,2026,7
Unassigned,Unassigned,20-07-2026,Success,2026,7
Unassigned,Unassigned,27-07-2026,Success,2026,7
Unassigned,Unassigned,03-08-2026,Success,2026,8
Unassigned,Unassigned,10-08-2026,Success,2026,8
Unassigned,Unassigned,19-08-2026,Success,2026,8
Unassigned,Unassigned,21-08-2026,Success,2026,8
Unassigned,Unassigned,25-08-2026,Success,2026,8
Unassigned,Unassigned,31-08-2026,Success,2026,8
Unassigned,Unassigned,25-01-2024,Success,2024,1
Unassigned,Unassigned,01-07-2024,Success,2024,7
Unassigned,Unassigned,15-07-2024,Success,2024,7
Unassigned,Unassigned,18-07-2024,Success,2024,7
Unassigned,Unassigned,19-07-2024,Success,2024,7
Unassigned,Unassigned,14-05-2025,Success,2025,5
Unassigned,Unassigned,23-07-2025,Success,2025,7
Unassigned,Unassigned,23-07-2025,Success,2025,7
Unassigned,Unassigned,26-08-2025,Success,2025,8
Unassigned,Unassigned,05-02-2026,Success,2026,2
Unassigned,Unassigned,05-02-2026,Success,2026,2
Unassigned,Unassigned,09-02-2026,Success,2026,2
Unassigned,Unassigned,13-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,26-02-2026,Success,2026,2
Unassigned,Unassigned,12-05-2026,Success,2026,5
Unassigned,Unassigned,18-08-2026,Success,2026,8
Unassigned,Unassigned,18-08-2026,Success,2026,8
Unassigned,Unassigned,19-06-2026,Success,2026,6
Unassigned,Unassigned,26-06-2026,Success,2026,6
Unassigned,Unassigned,01-07-2026,Success,2026,7
Unassigned,Unassigned,01-07-2026,Success,2026,7
Unassigned,Unassigned,02-07-2026,Success,2026,7
Unassigned,Unassigned,06-07-2026,Success,2026,7
Unassigned,Unassigned,06-07-2026,Success,2026,7
Unassigned,Unassigned,06-07-2026,Success,2026,7
Unassigned,Unassigned,09-07-2026,Success,2026,7
Unassigned,Unassigned,14-07-2026,Success,2026,7
Unassigned,Unassigned,29-02-2024,Success,2024,2
Unassigned,Unassigned,19-04-2024,Success,2024,4
Unassigned,Unassigned,09-07-2024,Success,2024,7
Unassigned,Unassigned,07-11-2024,Success,2024,11
Unassigned,Unassigned,13-05-2025,Success,2025,5
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,29-09-2025,Success,2025,9
Unassigned,Unassigned,08-12-2025,Success,2025,12
Unassigned,Unassigned,23-09-2024,Success,2024,9
Unassigned,Unassigned,23-09-2024,Success,2024,9
Unassigned,Unassigned,23-09-2024,Success,2024,9
Unassigned,Unassigned,25-09-2024,Success,2024,9
Unassigned,Unassigned,27-09-2024,Success,2024,9
Unassigned,Unassigned,07-10-2024,Success,2024,10
Unassigned,Unassigned,07-10-2024,Success,2024,10
Unassigned,Unassigned,07-10-2024,Success,2024,10
Unassigned,Unassigned,18-10-2024,Success,2024,10
Unassigned,Unassigned,21-10-2024,Success,2024,10
Unassigned,Unassigned,22-10-2024,Success,2024,10
Unassigned,Unassigned,24-10-2024,Success,2024,10
Unassigned,Unassigned,04-11-2024,Success,2024,11
Unassigned,Unassigned,04-11-2024,Success,2024,11
Unassigned,Unassigned,08-11-2024,Success,2024,11
Unassigned,Unassigned,13-11-2024,Success,2024,11
Unassigned,Unassigned,14-11-2024,Success,2024,11
Unassigned,Unassigned,14-11-2024,Success,2024,11
Unassigned,Unassigned,25-11-2024,Success,2024,11
Unassigned,Unassigned,04-12-2024,Success,2024,12
Unassigned,Unassigned,09-12-2024,Success,2024,12
Unassigned,Unassigned,09-12-2024,Success,2024,12
Unassigned,Unassigned,09-12-2024,Success,2024,12
Unassigned,Unassigned,10-12-2024,Success,2024,12
Unassigned,Unassigned,17-12-2024,Success,2024,12
Unassigned,Unassigned,17-12-2024,Success,2024,12
Unassigned,Unassigned,19-12-2024,Success,2024,12
Unassigned,Unassigned,20-12-2024,Success,2024,12
Unassigned,Unassigned,06-01-2025,Success,2025,1
Unassigned,Unassigned,06-01-2025,Success,2025,1
Unassigned,Unassigned,09-01-2025,Success,2025,1
Unassigned,Unassigned,09-01-2025,Success,2025,1
Unassigned,Unassigned,10-01-2025,Success,2025,1
Unassigned,Unassigned,13-01-2025,Success,2025,1
Unassigned,Unassigned,30-01-2025,Success,2025,1
Unassigned,Unassigned,31-01-2025,Success,2025,1
Unassigned,Unassigned,06-02-2025,Success,2025,2
Unassigned,Unassigned,14-02-2025,Success,2025,2
Unassigned,Unassigned,14-02-2025,Success,2025,2
Unassigned,Unassigned,14-02-2025,Success,2025,2
Unassigned,Unassigned,24-02-2025,Success,2025,2
Unassigned,Unassigned,24-02-2025,Success,2025,2
Unassigned,Unassigned,03-03-2025,Success,2025,3
Unassigned,Unassigned,04-03-2025,Success,2025,3
Unassigned,Unassigned,06-03-2025,Success,2025,3
Unassigned,Unassigned,08-03-2025,Success,2025,3
Unassigned,Unassigned,17-03-2025,Success,2025,3
Unassigned,Unassigned,17-03-2025,Success,2025,3
Unassigned,Unassigned,19-03-2025,Success,2025,3
Unassigned,Unassigned,24-03-2025,Success,2025,3
Unassigned,Unassigned,24-03-2025,Success,2025,3
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,28-03-2025,Success,2025,3
Unassigned,Unassigned,31-03-2025,Success,2025,3
Unassigned,Unassigned,31-03-2025,Success,2025,3
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,14-04-2025,Success,2025,4
Unassigned,Unassigned,24-04-2025,Success,2025,4
